iter	RMSE
365	0.5928664788
366	0.592781425
367	0.5925991892
368	0.5924566429
369	0.5923038186
370	0.5922228624
371	0.5919872988
372	0.5918965311
373	0.5918013887
374	0.5916903366
375	0.5915659632
376	0.5914038287
377	0.591299984
378	0.5911608934
379	0.5910434439
380	0.5908390933
381	0.5907734949
382	0.5906738251
383	0.5905786215
384	0.590481386
385	0.5903436203
386	0.5902331497
387	0.590106503
388	0.5900406923
389	0.5899569931
390	0.5898678929
391	0.5897800178
392	0.5896790941
393	0.5894680049
394	0.5893205329
395	0.5891902866
396	0.5891350918
397	0.5891285696
398	0.5890289966
399	0.5889556505
400	0.588728859
401	0.5885240443
402	0.5884166309
403	0.5882851179
404	0.5881799302
405	0.5879848183
406	0.5879130594
407	0.587769729
408	0.5876204125
409	0.5876154783
410	0.5874726717
411	0.5873497036
412	0.587176828
413	0.5870379022
414	0.5869555985
415	0.5869050795
416	0.5868026062
417	0.586758775
418	0.5866722681
419	0.5865956554
420	0.5864796887
421	0.5864621841
422	0.5862111352
423	0.5861547558
424	0.5861495637
425	0.5860132364
426	0.5858452279
427	0.5857049896
428	0.585625603
429	0.5856145944
430	0.5854859636
431	0.5854013558
432	0.585385841
433	0.5852529851
434	0.5851515909
435	0.5850754601
436	0.5849344728
437	0.5847316734
438	0.5846145719
439	0.5846067198
440	0.5844912546
441	0.5843729271
442	0.5842720325
443	0.5841587139
444	0.5840348083
445	0.583956552
446	0.583751582
447	0.5836626458
448	0.5835606238
449	0.5834337503
450	0.5833168794
451	0.583204002
452	0.5831298329
453	0.5830578638
454	0.5830246898
455	0.5829602329
456	0.582831732
457	0.5827375117
458	0.582711219
459	0.5827072742
460	0.582627685
461	0.5824824174
462	0.58247219
463	0.5822795135
464	0.5821381663
465	0.5820499224
466	0.5818803641
467	0.5817809249
468	0.5816422896
469	0.5814899473
470	0.5813164244
471	0.581197886
472	0.5811126862
473	0.5810091973
474	0.580882864
475	0.5808092909
476	0.5806656788
477	0.5805823172
478	0.5804468844
479	0.580395216
480	0.580324765
481	0.5801850767
482	0.5800538034
483	0.5800468417
484	0.5799363254
485	0.5798113375
486	0.5797170529
487	0.5796546134
488	0.5795541529
489	0.5794323906
490	0.5792873908
491	0.579191815
492	0.5790092095
493	0.5788519472
494	0.5787042118
495	0.5786811674
496	0.578592852
497	0.5785438008
498	0.5785219355
499	0.5784156468
500	0.5783944277
501	0.5782837899
502	0.5781819264
503	0.578080828
504	0.5779946303
505	0.5777865806
506	0.5776894762
507	0.5775818947
508	0.577480204
509	0.5773904548
510	0.5772968792
511	0.5772162973
512	0.5770826875
513	0.5769797445
514	0.5768359142
515	0.5767399993
516	0.5766431861
517	0.5766228435
518	0.5765953797
519	0.5765187642
520	0.5764486407
521	0.5763260021
522	0.5762387291
523	0.5761283965
524	0.5760611323
525	0.5759396856
526	0.5758507801
527	0.5757790349
528	0.5755853942
529	0.5754974853
530	0.5754052361
531	0.5753116164
532	0.5752257996
533	0.5751114271
534	0.5750281681
535	0.5749517431
536	0.5748750006
537	0.5747819489
538	0.5746931661
539	0.5746680233
540	0.574584266
541	0.5744830135
542	0.5744057031
543	0.5742304388
544	0.5741692423
545	0.5741262646
546	0.5740322481
547	0.5738646909
548	0.5737609492
549	0.5737272014
550	0.573643359
551	0.5736044038
552	0.5734209565
553	0.5734157259
554	0.5733649074
555	0.5732768318
556	0.5731828136
557	0.5731643995
558	0.5730974999
559	0.5729936243
560	0.5729083856
561	0.572895626
562	0.5728404202
563	0.5727432657
564	0.5726487963
565	0.5725660795
566	0.5724816149
567	0.5724169598
568	0.5723187225
569	0.5722169926
570	0.5721255273
571	0.5720426955
572	0.5719435625
573	0.5718345503
574	0.5717538225
575	0.5716624047
576	0.5715767714
577	0.5715040045
578	0.5714190812
579	0.5713175625
580	0.5712679445
581	0.5711905607
582	0.5711009905
583	0.5710391573
584	0.570952878
585	0.5708755984
586	0.5707785015
587	0.5706914469
588	0.5706052551
589	0.5704502732
590	0.5703677897
591	0.5703234236
592	0.5702530231
593	0.5701991285
594	0.5700902339
595	0.5700051586
596	0.5699216308
597	0.569823233
598	0.569801211
599	0.5697046367
600	0.5696202068
601	0.5695371327
602	0.5694217897
603	0.5693325109
604	0.5691843803
605	0.5691115864
606	0.5690478413
607	0.5689764163
608	0.5688803147
609	0.5688155771
610	0.5687381006
611	0.5685976952
612	0.5685472102
613	0.5684624126
614	0.5683816134
615	0.5683130383
616	0.5682410049
617	0.5681560706
618	0.5680610296
619	0.5679740951
620	0.567908228
621	0.5678209104
622	0.5676922942
623	0.567620523
624	0.5675332674
625	0.5674717013
626	0.5673495026
627	0.5672748193
628	0.567151066
629	0.5670740603
630	0.5669955822
631	0.5669438707
632	0.5668484895
633	0.5667716604
634	0.566678347
635	0.5666095643
636	0.566534381
637	0.5665194271
638	0.5664266202
639	0.566353579
640	0.5662828288
641	0.5661797088
642	0.5661439041
643	0.5660779861
644	0.5660370618
645	0.565980014
646	0.5659044749
647	0.5658546463
648	0.5657796658
649	0.5656939551
650	0.5656457268
651	0.5655991267
652	0.5655175987
653	0.565450468
654	0.565315101
655	0.5652769572
656	0.5652431384
657	0.5651725597
658	0.5650835047
659	0.5650600978
660	0.5649936991
661	0.5649552523
662	0.5649295612
663	0.5648634328
664	0.5647881773
665	0.564685547
666	0.5646608807
667	0.564633088
668	0.5645561507
669	0.564467609
670	0.5643642461
671	0.5643313377
672	0.5642868538
673	0.5642103235
674	0.5641438408
675	0.5640385242
676	0.563952153
677	0.5639021109
678	0.5638548632
679	0.563769245
680	0.5637517251
681	0.5636913799
682	0.5636071106
683	0.563527128
684	0.5635126954
685	0.5634898899
686	0.5633768127
687	0.5633356709
688	0.5632750038
689	0.5632090595
690	0.5631301111
691	0.5631007643
692	0.5630078
693	0.5629057038
694	0.5628099052
695	0.5627151076
696	0.5626458074
697	0.5625799872
698	0.5624537865
699	0.5623627285
700	0.5623109719
701	0.5622467092
702	0.5622070671
703	0.5621174763
704	0.5620513608
705	0.5619526101
706	0.5618804813
707	0.5618272754
708	0.5617551885
709	0.5616691797
710	0.5615988644
711	0.5615462649
712	0.5614638698
713	0.5614097066
714	0.5613525565
715	0.5612343297
716	0.5612206844
717	0.5611769452
718	0.5611416798
719	0.5610715536
720	0.561010579
721	0.5609823724
722	0.5608951144
723	0.560833621
724	0.5607283068
725	0.5606774166
726	0.5606129056
727	0.5605510297
728	0.5604495199
729	0.5604167415
730	0.5603819158
731	0.5603071849
732	0.5602074047
733	0.5601030506
734	0.5600419042
735	0.5600290135
736	0.5599490796
737	0.5598742909
738	0.5598245672
739	0.5597899838
740	0.5597278975
741	0.5597104718
742	0.5596982659
743	0.5596291338
744	0.5595295719
745	0.559425111
746	0.5593895019
747	0.5593359316
748	0.5592686717
749	0.5592063285
750	0.5591503078
751	0.5591352208
752	0.5590600512
753	0.5589967916
754	0.5589079092
755	0.5588571901
756	0.5587634672
757	0.558679206
758	0.5586280577
759	0.5585572557
760	0.5584918183
761	0.5584101376
762	0.5583506743
763	0.5582882193
764	0.5582556153
765	0.5582428808
766	0.5582115636
767	0.5581420933
768	0.5581003148
769	0.5580880102
770	0.5580732449
771	0.5580124717
772	0.5579031636
773	0.5578382958
774	0.557817059
775	0.5577705532
776	0.5577027609
777	0.5576554057
778	0.5575581694
779	0.5574749698
780	0.5573416266
781	0.5572964012
782	0.5572466675
783	0.5571557108
784	0.557075597
785	0.5570075004
786	0.5569433812
787	0.5568690699
788	0.556808595
789	0.5567713689
790	0.5566870998
791	0.5566250896
792	0.556585263
793	0.5565668778
794	0.5565085763
795	0.5564417266
796	0.5564274917
797	0.5563869794
798	0.5562978653
799	0.556295898
800	0.5562515371
801	0.5562496179
802	0.5562121484
803	0.5561423806
804	0.5560995465
805	0.556008737
806	0.5559126424
807	0.5558152257
808	0.5557513362
809	0.5557120248
810	0.5556372098
811	0.5555930885
812	0.5555117416
813	0.5554507038
814	0.5553646773
815	0.5553455891
816	0.5553005687
817	0.5552068067
818	0.5551772312
819	0.5551456763
820	0.5551362585
821	0.5550782804
822	0.5550271994
823	0.5550106224
824	0.554928224
825	0.5548683054
826	0.5548304465
827	0.5547796317
828	0.5546919563
829	0.5546140375
830	0.554550751
831	0.5544703969
832	0.5544291934
833	0.5543649413
834	0.5543048864
835	0.5542527685
836	0.5541871226
837	0.5541386234
838	0.5540510896
839	0.5540070575
840	0.5539522913
841	0.5538915316
842	0.5538638859
843	0.5537638338
844	0.5537136129
845	0.5536262933
846	0.5535662588
847	0.553511451
848	0.5534209647
849	0.5533470547
850	0.5533164366
851	0.553269903
852	0.5532317957
853	0.5531764841
854	0.5531185805
855	0.553060386
856	0.5529996784
857	0.5529116617
858	0.5528765659
859	0.55279768
860	0.5527577617
861	0.5527059256
862	0.5527042872
863	0.5526216186
864	0.5525413237
865	0.5524921735
866	0.5524395832
867	0.5523869663
868	0.5523169246
869	0.552315311
870	0.5522731802
871	0.5521963811
872	0.5521392979
873	0.5521110892
874	0.5520299249
875	0.5519257101
876	0.551813433
877	0.5517850175
878	0.5517322254
879	0.5516865416
880	0.5516488315
881	0.5516012778
882	0.5515548969
883	0.5514853566
884	0.5514225411
885	0.5513813808
886	0.5513273778
887	0.5512738
888	0.5512249922
889	0.5511716998
890	0.5511297899
891	0.551077911
892	0.5510502083
893	0.5510154498
894	0.5509275862
895	0.5508356602
896	0.5507662793
897	0.5506639605
898	0.5506131617
899	0.5505524781
900	0.5504972429
901	0.5504589839
902	0.5503840053
903	0.5503824799
904	0.5503321804
905	0.5502732871
906	0.550213013
907	0.5501718772
908	0.5501265746
909	0.5500912783
910	0.5500419791
911	0.5499905634
912	0.5499573748
913	0.5499065001
914	0.5498626417
915	0.549815185
916	0.5497704329
917	0.5497276558
918	0.5496872614
919	0.5496467553
920	0.5495711226
921	0.549480013
922	0.5494303491
923	0.5493894183
924	0.549320654
925	0.54928872
926	0.5492477547
927	0.5491441329
928	0.5491167627
929	0.5490577969
930	0.5489865431
931	0.5489614658
932	0.5489121073
933	0.5488367805
934	0.5487543756
935	0.5486978082
936	0.5486409845
937	0.5486072856
938	0.5485581927
939	0.5485044809
940	0.5484636233
941	0.5483796269
942	0.5483171223
943	0.5482740932
944	0.5482121245
945	0.5481732655
946	0.5481394911
947	0.5481027048
948	0.548025438
949	0.5479953885
950	0.5479201374
951	0.5478509702
952	0.5478060243
953	0.5477641785
954	0.5476739061
955	0.5476396233
956	0.5475558242
957	0.5475198425
958	0.5474756853
959	0.5474326494
960	0.5473991335
961	0.5473009539
962	0.5472456308
963	0.5471740883
964	0.547098287
965	0.5470616302
966	0.5470202979
967	0.546937954
968	0.5468910876
969	0.5468369367
970	0.5467527944
971	0.5466963848
972	0.546662301
973	0.5465987069
974	0.5465321554
975	0.5464797249
976	0.5464381432
977	0.5463922095
978	0.5463595995
979	0.5463112427
980	0.5462800433
981	0.5462148841
982	0.5461794579
983	0.546114047
984	0.5460632639
985	0.5459929167
986	0.545947108
987	0.545871577
988	0.5458472873
989	0.5458143678
990	0.5457843745
991	0.5457210593
992	0.5456924324
993	0.5456624093
994	0.5456036402
995	0.5455588146
996	0.5455229693
997	0.5455000204
998	0.5454773154
999	0.545451238
1000	0.5454099844
1001	0.5453726786
1002	0.5453040896
1003	0.5452335975
1004	0.5452031245
1005	0.5451591181
1006	0.5451124819
1007	0.5450727002
1008	0.5450431285
1009	0.5450177671
1010	0.544987184
1011	0.5449413724
1012	0.544898604
1013	0.544889652
1014	0.5448590229
1015	0.5448155047
1016	0.5447550397
1017	0.5446874903
1018	0.5446406487
1019	0.5446078828
1020	0.5445848137
1021	0.5445569253
1022	0.5444900771
1023	0.5444534848
1024	0.5444170917
1025	0.5443650089
1026	0.544315422
1027	0.5442974193
1028	0.5442655291
1029	0.5442208082
1030	0.5441622437
1031	0.5441252522
1032	0.5440489923
1033	0.543990945
1034	0.5439647372
1035	0.5439387766
1036	0.5438858352
1037	0.543843241
1038	0.5437688903
1039	0.5437321431
1040	0.5436513947
1041	0.5436214758
1042	0.5435780019
1043	0.5435375678
1044	0.5435115656
1045	0.5435030169
1046	0.5434558678
1047	0.5434137775
1048	0.5433724873
1049	0.5432802123
1050	0.5432233258
1051	0.5431578839
1052	0.5431238869
1053	0.5430632337
1054	0.5430265344
1055	0.5429784784
1056	0.5429372871
1057	0.5428750596
1058	0.5428517238
1059	0.5428271594
1060	0.5427735738
1061	0.5427241564
1062	0.5426382092
1063	0.5426059373
1064	0.5425596031
1065	0.5425041625
1066	0.542482069
1067	0.5424427199
1068	0.5423952691
1069	0.542336766
1070	0.5422895234
1071	0.5422557066
1072	0.5422013517
1073	0.5421262474
1074	0.5420682017
1075	0.5420133684
1076	0.5419619709
1077	0.5418990357
1078	0.5418591979
1079	0.5418046715
1080	0.54177019
1081	0.5417261856
1082	0.5416938172
1083	0.5416748669
1084	0.5416314644
1085	0.5415673733
1086	0.5415318496
1087	0.5414894244
1088	0.5414377536
1089	0.5413812849
1090	0.5413518125
1091	0.5413009945
1092	0.5412880318
1093	0.5412694838
1094	0.5412248222
1095	0.5411899469
1096	0.5411536105
1097	0.5410825386
1098	0.5410425228
1099	0.5410138197
1100	0.54096933
1101	0.5409362153
1102	0.5408857371
1103	0.5408550869
1104	0.5408481426
1105	0.5407691236
1106	0.5407107095
1107	0.5406494781
1108	0.5406253957
1109	0.5405575826
1110	0.5404859866
1111	0.5404224225
1112	0.5403876574
1113	0.5403819573
1114	0.5403482924
1115	0.5403268554
1116	0.5403092772
1117	0.5402887636
1118	0.5402629861
1119	0.5402268341
1120	0.5401936818
1121	0.5401519068
1122	0.5401126225
1123	0.5400774993
1124	0.5400455269
1125	0.5399787743
1126	0.5399295742
1127	0.539897799
1128	0.5398515521
1129	0.5398122976
1130	0.5397742214
1131	0.5397359255
1132	0.5396824838
1133	0.5396361189
1134	0.5396097574
1135	0.5395733165
1136	0.5395457057
1137	0.5395134824
1138	0.5394740419
1139	0.5394335579
1140	0.539373702
1141	0.5393355579
1142	0.5392839601
1143	0.5392523109
1144	0.53918174
1145	0.5391647466
1146	0.539134126
1147	0.5390907744
1148	0.5390346759
1149	0.5389859434
1150	0.5389572691
1151	0.5389055539
1152	0.53885061
1153	0.5387837398
1154	0.538749477
1155	0.5387242442
1156	0.5386996462
1157	0.5386675596
1158	0.5386189598
1159	0.5385956954
1160	0.5385518368
1161	0.538527211
1162	0.5384810993
1163	0.5384345039
1164	0.538406991
1165	0.5383450977
1166	0.5383148758
1167	0.5382731183
1168	0.5382286265
1169	0.5381614063
1170	0.538129329
1171	0.53809948
1172	0.5380212875
1173	0.5379673324
1174	0.5378894063
1175	0.5378490374
1176	0.5378005122
1177	0.5377460655
1178	0.5377091147
1179	0.5376546586
1180	0.5376256711
1181	0.5375836285
1182	0.5375437199
1183	0.5375087759
1184	0.5374807569
1185	0.5374395328
1186	0.5373938663
1187	0.5373185425
1188	0.5373006144
1189	0.5372642259
1190	0.5372107449
1191	0.5371799245
1192	0.5371466334
1193	0.5371136952
1194	0.5370689703
1195	0.5370085926
1196	0.5369650475
1197	0.5369609738
1198	0.5369055496
1199	0.536856519
1200	0.5368092448
1201	0.5367557903
1202	0.5367074124
1203	0.5366580323
1204	0.5366397965
1205	0.5365947536
1206	0.5365538141
1207	0.536480317
1208	0.5364027312
1209	0.5363718538
1210	0.5363292414
1211	0.5363053478
1212	0.5362700552
1213	0.5362415425
1214	0.5362037989
1215	0.5361668814
1216	0.5361246915
1217	0.5360807459
1218	0.5360279999
1219	0.535964636
1220	0.535902307
1221	0.5358465095
1222	0.5357908511
1223	0.535764609
1224	0.5357245565
1225	0.5356719235
1226	0.5356265962
1227	0.5355852283
1228	0.5355428723
1229	0.5354783833
1230	0.5354416628
1231	0.5354145147
1232	0.5353805545
1233	0.5353395662
1234	0.5352891939
1235	0.5352317953
1236	0.5351780119
1237	0.5351497635
1238	0.535075086
1239	0.5350437379
1240	0.5349930347
1241	0.5349498588
1242	0.5349356721
1243	0.5349110513
1244	0.5348379925
1245	0.5347988011
1246	0.5347710819
1247	0.5347304537
1248	0.5346662776
1249	0.5346210596
1250	0.5345775469
1251	0.5345412107
1252	0.5344956592
1253	0.5344709896
1254	0.5344122725
1255	0.5343662243
1256	0.5343273944
1257	0.5342954871
1258	0.5342118387
1259	0.534165204
1260	0.5341360085
1261	0.5340570567
1262	0.5340128172
1263	0.5339519073
1264	0.5339280091
1265	0.5338921829
1266	0.5338375188
1267	0.5337927784
1268	0.5337568915
1269	0.5337133462
1270	0.5336573616
1271	0.5336120521
1272	0.5335780668
1273	0.5335289628
1274	0.5335000188
1275	0.5334674992
1276	0.5334274761
1277	0.5334017308
1278	0.5333570294
1279	0.5333382129
1280	0.5332919151
1281	0.5332479351
1282	0.5332075735
1283	0.5331659439
1284	0.5331294635
1285	0.5330853892
1286	0.5330559759
1287	0.5330114493
1288	0.5329845066
1289	0.5329349689
1290	0.532909861
1291	0.5328506245
1292	0.5327922257
1293	0.5327340073
1294	0.5327104103
1295	0.5326540344
1296	0.5326375353
1297	0.5326338892
1298	0.5325716977
1299	0.5325196001
1300	0.5324772922
1301	0.532443635
1302	0.5323998104
1303	0.5323480023
1304	0.532320731
1305	0.5322816392
1306	0.5322576296
1307	0.5322267663
1308	0.5322024757
1309	0.5321755187
1310	0.5321296548
1311	0.5320904068
1312	0.5320674853
1313	0.5320354119
1314	0.5319938986
1315	0.5319505619
1316	0.5318789335
1317	0.5318391163
1318	0.5318040188
1319	0.5317835281
1320	0.531731511
1321	0.5317070957
1322	0.531680235
1323	0.5316488827
1324	0.5316125969
1325	0.5315798548
1326	0.5315761522
1327	0.5315485429
1328	0.5315091765
1329	0.5314589399
1330	0.5314247114
1331	0.5313766237
1332	0.5313276495
1333	0.5312852089
1334	0.5312482088
1335	0.5312059386
1336	0.5311758895
1337	0.5311310583
1338	0.5311099708
1339	0.5310730241
1340	0.5310393002
1341	0.5310051021
1342	0.5309576538
1343	0.5309281116
1344	0.5308875435
1345	0.5308614756
1346	0.5308240448
1347	0.5308152668
1348	0.530771612
1349	0.5307464126
1350	0.5307147841
1351	0.5306660667
1352	0.5306581263
1353	0.5306267487
1354	0.530591991
1355	0.5305602985
1356	0.5305279802
1357	0.5304935471
1358	0.5304347164
1359	0.5304313741
1360	0.5303967009
1361	0.5303429371
1362	0.5302904882
1363	0.5302295739
1364	0.5302000779
1365	0.5301649936
1366	0.5301565299
1367	0.5300974728
1368	0.5300661473
1369	0.5300354795
1370	0.5300156029
1371	0.5299891485
1372	0.5299493654
1373	0.5299282467
1374	0.529881313
1375	0.5298215428
1376	0.5297570675
1377	0.5297280163
1378	0.5297032073
1379	0.5296716624
1380	0.5296393755
1381	0.5296042166
1382	0.5295613181
1383	0.5295350561
1384	0.5294929503
1385	0.5294510821
1386	0.5294135422
1387	0.5293871284
1388	0.5293673614
1389	0.5293536073
1390	0.5293129892
1391	0.5292942514
1392	0.5292682187
1393	0.5292296904
1394	0.5291992985
1395	0.5291797386
1396	0.52915974
1397	0.5291301102
1398	0.5290797746
1399	0.529031428
1400	0.5290070198
1401	0.5289800984
1402	0.5289466536
1403	0.528888684
1404	0.5288561592
1405	0.5288210098
1406	0.5287924023
1407	0.5287652693
1408	0.5287301203
1409	0.5286900008
1410	0.5286591832
1411	0.5286165025
1412	0.5285737685
1413	0.528517429
1414	0.5284787207
1415	0.5284371044
1416	0.5283743117
1417	0.5283306604
1418	0.5283270178
1419	0.5283063635
1420	0.528265375
1421	0.5282174398
1422	0.5281498785
1423	0.5280956845
1424	0.5280599228
1425	0.5280392156
1426	0.5280120057
1427	0.5279752096
1428	0.527945827
1429	0.5279120382
1430	0.527904036
1431	0.5278618519
1432	0.5278314943
1433	0.5277863797
1434	0.5277595509
1435	0.5277249952
1436	0.527689301
1437	0.5276492914
1438	0.5276274497
1439	0.5276081059
1440	0.5275645606
1441	0.5274969399
1442	0.527452102
1443	0.5274122561
1444	0.5273651949
1445	0.5273340689
1446	0.5272961058
1447	0.5272706219
1448	0.5272366501
1449	0.5272052909
1450	0.5271766722
1451	0.527148137
1452	0.5271258567
1453	0.5270962222
1454	0.5270701072
1455	0.5270155154
1456	0.52701152
1457	0.5270074233
1458	0.5269816928
1459	0.5269778729
1460	0.5269569403
1461	0.5269199613
1462	0.5268973427
1463	0.5268923129
1464	0.5268697388
1465	0.5268398232
1466	0.5267779465
1467	0.5267230862
1468	0.5266702198
1469	0.5266419802
1470	0.5266089308
1471	0.5265872381
1472	0.5265650744
1473	0.5265367168
1474	0.5265186927
1475	0.5264686101
1476	0.5264481347
1477	0.5264213704
1478	0.5263495381
1479	0.5263153486
1480	0.5262618801
1481	0.5262437578
1482	0.5261801392
1483	0.5261301865
1484	0.5261014889
1485	0.5260709502
1486	0.5260507052
1487	0.5259963944
1488	0.5259573346
1489	0.525921278
1490	0.5258832881
1491	0.5258474383
1492	0.5258005317
1493	0.5257615623
1494	0.5257376973
1495	0.5256946324
1496	0.5256812887
1497	0.5256386924
1498	0.5256153725
1499	0.5255848582
1500	0.5255475861
1501	0.5255206579
1502	0.5254825833
1503	0.5254476788
1504	0.5254213198
1505	0.5253204694
1506	0.5252759838
1507	0.5252489861
1508	0.5252147139
1509	0.5251755538
1510	0.5251441482
1511	0.5251182069
1512	0.5250650574
1513	0.5250089485
1514	0.5249782176
