iter	RMSE
1515	0.5249523906
1516	0.5249189886
1517	0.5248635075
1518	0.5248276772
1519	0.5247839415
1520	0.5247611939
1521	0.5247224715
1522	0.524691209
1523	0.5246362295
1524	0.5245801788
1525	0.524530118
1526	0.5244997789
1527	0.5244703719
1528	0.5244158417
1529	0.5243674934
1530	0.5243024775
1531	0.5242714148
1532	0.5242643005
1533	0.5242544577
1534	0.5242215903
1535	0.5241664042
1536	0.5241070629
1537	0.5240556251
1538	0.5240138949
1539	0.5239793096
1540	0.5239450268
1541	0.5238956809
1542	0.5238646931
1543	0.5238346453
1544	0.523792598
1545	0.5237652768
1546	0.5237285064
1547	0.5237119344
1548	0.5237078158
1549	0.5236816594
1550	0.523653059
1551	0.5236036637
1552	0.5235508288
1553	0.5235173215
1554	0.5234940844
1555	0.5234495776
1556	0.5234122572
1557	0.5233868675
1558	0.5233594528
1559	0.5233154187
1560	0.5232879812
1561	0.5232594413
1562	0.523217687
1563	0.5231541011
1564	0.5231241176
1565	0.5230839206
1566	0.5230513497
1567	0.5230313018
1568	0.5229859478
1569	0.5229464363
1570	0.5228818074
1571	0.5228330013
1572	0.522765941
1573	0.522736685
1574	0.5227031075
1575	0.5226993122
1576	0.5226564996
1577	0.5226258302
1578	0.5226051356
1579	0.522559038
1580	0.5225325439
1581	0.5225290432
1582	0.5224762382
1583	0.5224285453
1584	0.5224209317
1585	0.522380651
1586	0.5223772324
1587	0.5223353592
1588	0.5223031284
1589	0.5222722369
1590	0.5222433618
1591	0.5222137448
1592	0.5221941151
1593	0.5221601329
1594	0.5221307633
1595	0.5221024812
1596	0.5220701151
1597	0.5220213267
1598	0.5219765523
1599	0.5219321881
1600	0.5218932526
1601	0.5218550455
1602	0.5218006289
1603	0.5217547919
1604	0.5217315858
1605	0.5216870076
1606	0.5216652729
1607	0.5216068693
1608	0.5215728886
1609	0.5215315377
1610	0.5214927151
1611	0.521448282
1612	0.5213825193
1613	0.5213426662
1614	0.5213077044
1615	0.5212777385
1616	0.5212406052
1617	0.5212130702
1618	0.5211816925
1619	0.521148939
1620	0.5211043113
1621	0.5210771826
1622	0.521037849
1623	0.5209865179
1624	0.5209672374
1625	0.5209332301
1626	0.5208777415
1627	0.520840671
1628	0.5208161996
1629	0.5207840051
1630	0.5207399147
1631	0.5207213231
1632	0.5206818697
1633	0.5206544631
1634	0.5206340309
1635	0.5205965667
1636	0.5205646379
1637	0.5205448642
1638	0.5205052035
1639	0.5204777729
1640	0.5204388286
1641	0.5204076378
1642	0.5203527955
1643	0.5203190951
1644	0.5202993228
1645	0.5202495857
1646	0.5202244958
1647	0.5201819956
1648	0.520152081
1649	0.5201237429
1650	0.5200907581
1651	0.5200550729
1652	0.5200397685
1653	0.5200051793
1654	0.51996933
1655	0.5199414901
1656	0.5199297414
1657	0.5198958426
1658	0.5198352441
1659	0.5198018052
1660	0.5197689185
1661	0.5197305416
1662	0.5196992156
1663	0.5196647923
1664	0.5196284684
1665	0.5195839026
1666	0.5195424063
1667	0.5194988987
1668	0.5194752213
1669	0.5194371143
1670	0.5193971157
1671	0.5193731498
1672	0.5193545873
1673	0.5193024939
1674	0.51927727
1675	0.5192413356
1676	0.5192209259
1677	0.5191928499
1678	0.5191701256
1679	0.5191472199
1680	0.519108489
1681	0.5190659324
1682	0.5190458727
1683	0.5190314395
1684	0.5189385266
1685	0.5189126146
1686	0.5188828042
1687	0.5188530411
1688	0.5187622391
1689	0.5187289235
1690	0.5186942796
1691	0.5186656946
1692	0.5186468744
1693	0.5186183204
1694	0.51857763
1695	0.5185490095
1696	0.5185076625
1697	0.5184752085
1698	0.5184370999
1699	0.518400085
1700	0.518380708
1701	0.5183657479
1702	0.5183136559
1703	0.5182995925
1704	0.5182746241
1705	0.5182407952
1706	0.5182085613
1707	0.518166656
1708	0.5181395375
1709	0.5181159264
1710	0.5180895394
1711	0.5180676072
1712	0.5180098957
1713	0.5179828566
1714	0.5179354124
1715	0.5178492816
1716	0.5178195904
1717	0.5177864688
1718	0.5177319512
1719	0.5177068385
1720	0.5176798227
1721	0.517637682
1722	0.5176264696
1723	0.5175824101
1724	0.5175556089
1725	0.5175268498
1726	0.5174782164
1727	0.5174465501
1728	0.5174242073
1729	0.5173912587
1730	0.5173569552
1731	0.5173415582
1732	0.5173168671
1733	0.5172875938
1734	0.5172559634
1735	0.5171709842
1736	0.5171293409
1737	0.517096178
1738	0.5170562624
1739	0.5170039716
1740	0.516976672
1741	0.516938462
1742	0.5168865332
1743	0.5168590044
1744	0.5168308718
1745	0.5167983074
1746	0.5167673814
1747	0.5167435148
1748	0.5167232545
1749	0.5166981435
1750	0.5166661093
1751	0.5166184835
1752	0.5165987395
1753	0.5165521134
1754	0.5165199558
1755	0.5164829603
1756	0.516451509
1757	0.5164176967
1758	0.5163996893
1759	0.5163722383
1760	0.5163325538
1761	0.5163000993
1762	0.5162561532
1763	0.5162189068
1764	0.5162013544
1765	0.5161617178
1766	0.5161232647
1767	0.5160844042
1768	0.5160405074
1769	0.5160183564
1770	0.5159881482
1771	0.515975436
1772	0.51595065
1773	0.5159084365
1774	0.5158550458
1775	0.5158244092
1776	0.5157783333
1777	0.5157463666
1778	0.5157268122
1779	0.5156923309
1780	0.515661314
1781	0.5156332662
1782	0.5155741445
1783	0.5155320916
1784	0.5154943986
1785	0.5154593376
1786	0.5154316471
1787	0.5154070815
1788	0.5153817915
1789	0.5153523921
1790	0.5153284024
1791	0.5152908087
1792	0.515252232
1793	0.5152384743
1794	0.5152052612
1795	0.5151601993
1796	0.5151251896
1797	0.5150826122
1798	0.5150557631
1799	0.5150031503
1800	0.5149627072
1801	0.5149268481
1802	0.5148897662
1803	0.5148586148
1804	0.5148448175
1805	0.5148217824
1806	0.5148099649
1807	0.5147940995
1808	0.5147872884
1809	0.5147627458
1810	0.5147411688
1811	0.5147046038
1812	0.5146887098
1813	0.5146449594
1814	0.5146154431
1815	0.5145834768
1816	0.5145450502
1817	0.514506694
1818	0.5144801139
1819	0.5144263245
1820	0.5143898894
1821	0.5143601993
1822	0.5143508351
1823	0.5143179578
1824	0.5143036097
1825	0.5142859207
1826	0.5142723207
1827	0.5142445065
1828	0.5142122221
1829	0.5141682848
1830	0.5141275595
1831	0.5140796752
1832	0.51405397
1833	0.5140210386
1834	0.5139952545
1835	0.5139830123
1836	0.5139591329
1837	0.5139432721
1838	0.5139176537
1839	0.5138766255
1840	0.5138542216
1841	0.5138326741
1842	0.5138160421
1843	0.51380634
1844	0.5137733885
1845	0.5137416547
1846	0.5137185419
1847	0.5137070326
1848	0.5136890681
1849	0.5136644469
1850	0.5136447527
1851	0.5136214164
1852	0.5135811349
1853	0.5135350124
1854	0.5135154681
1855	0.5134855589
1856	0.5134582589
1857	0.5134280452
1858	0.513405711
1859	0.5133779091
1860	0.5133406778
1861	0.5133022306
1862	0.5132744014
1863	0.5132415558
1864	0.513209443
1865	0.513186026
1866	0.5131499291
1867	0.5131259733
1868	0.5130636411
1869	0.513057475
1870	0.5130460773
1871	0.5130250515
1872	0.512959968
1873	0.5129222997
1874	0.5128912124
1875	0.5128501182
1876	0.5128090292
1877	0.5127639654
1878	0.5127386958
1879	0.512722231
1880	0.5126975766
1881	0.5126626434
1882	0.5126269952
1883	0.512593174
1884	0.5125825689
1885	0.5125458908
1886	0.5125184535
1887	0.5124888803
1888	0.5124642594
1889	0.5124429699
1890	0.5124144475
1891	0.5123929425
1892	0.5123732459
1893	0.5123550074
1894	0.5123153224
1895	0.5122935485
1896	0.5122667564
1897	0.5122346522
1898	0.5122001491
1899	0.5121563373
1900	0.5121475222
1901	0.5120823392
1902	0.5120409416
1903	0.5120004412
1904	0.5119626666
1905	0.5119307418
1906	0.5118986952
1907	0.5118596847
1908	0.5118403348
1909	0.5117947865
1910	0.5117694694
1911	0.5117566677
1912	0.5117420002
1913	0.5117180158
1914	0.5116854022
1915	0.5116516105
1916	0.5116008468
1917	0.5115702205
1918	0.5115519235
1919	0.5115380632
1920	0.5115107108
1921	0.5114836052
1922	0.5114580293
1923	0.5114275099
1924	0.5114019062
1925	0.5113791011
1926	0.5113497469
1927	0.5113191876
1928	0.5112885793
1929	0.5112779588
1930	0.5112395989
1931	0.5112300001
1932	0.5112128867
1933	0.5111758845
1934	0.511146439
1935	0.5110902805
1936	0.5110716262
1937	0.5110411633
1938	0.5110327486
1939	0.5110152924
1940	0.510967336
1941	0.5109165364
1942	0.5108902393
1943	0.5108284804
1944	0.5108024554
1945	0.51078803
1946	0.5107274329
1947	0.5107111616
1948	0.5106804471
1949	0.5106464536
1950	0.5106339555
1951	0.5105572242
1952	0.5105268282
1953	0.5104756739
1954	0.5104379581
1955	0.5104007788
1956	0.5103913681
1957	0.5103516953
1958	0.5103158389
1959	0.5102949764
1960	0.5102671721
1961	0.5102520236
1962	0.5102299647
1963	0.5101922028
1964	0.5101445109
1965	0.5101199164
1966	0.5100947748
1967	0.5100663387
1968	0.5100487296
1969	0.5100180142
1970	0.5099962545
1971	0.5099768984
1972	0.5099480285
1973	0.5099164153
1974	0.5098959834
1975	0.5098552193
1976	0.5098297016
1977	0.5098194262
1978	0.50980485
1979	0.5097814113
1980	0.5097427921
1981	0.5097173701
1982	0.5096943781
1983	0.509674649
1984	0.50965835
1985	0.5096343551
1986	0.5096047437
1987	0.5095776681
1988	0.5095405162
1989	0.5095066679
1990	0.5094606173
1991	0.5094304879
1992	0.5093964947
1993	0.5093493556
1994	0.5093204271
1995	0.5092932199
1996	0.5092661761
1997	0.5092300227
1998	0.5091966322
1999	0.5091583156
