iter	Passed	Remaining
1676	11590	2232
1677	11596	2225
1678	11603	2218
1679	11610	2211
1680	11617	2204
1681	11623	2197
1682	11631	2190
1683	11637	2183
1684	11644	2176
1685	11651	2169
1686	11658	2163
1687	11664	2156
1688	11672	2149
1689	11678	2142
1690	11685	2135
1691	11692	2128
1692	11699	2121
1693	11706	2114
1694	11713	2107
1695	11719	2100
1696	11725	2093
1697	11733	2086
1698	11739	2079
1699	11746	2072
1700	11754	2066
1701	11761	2059
1702	11768	2052
1703	11774	2045
1704	11781	2038
1705	11787	2031
1706	11795	2024
1707	11801	2017
1708	11808	2010
1709	11816	2003
1710	11822	1996
1711	11830	1990
1712	11837	1983
1713	11844	1976
1714	11851	1969
1715	11858	1962
1716	11865	1955
1717	11872	1948
1718	11879	1941
1719	11886	1934
1720	11892	1928
1721	11900	1921
1722	11906	1914
1723	11913	1907
1724	11919	1900
1725	11925	1893
1726	11932	1886
1727	11940	1879
1728	11946	1872
1729	11952	1865
1730	11959	1858
1731	11966	1851
1732	11973	1844
1733	11980	1837
1734	11986	1830
1735	11994	1823
1736	12000	1817
1737	12008	1810
1738	12014	1803
1739	12022	1796
1740	12028	1789
1741	12035	1782
1742	12043	1775
1743	12050	1768
1744	12057	1761
1745	12064	1755
1746	12070	1748
1747	12077	1741
1748	12083	1734
1749	12090	1727
1750	12098	1720
1751	12105	1713
1752	12111	1706
1753	12119	1699
1754	12128	1693
1755	12135	1686
1756	12142	1679
1757	12149	1672
1758	12156	1665
1759	12163	1658
1760	12170	1651
1761	12176	1644
1762	12183	1637
1763	12189	1630
1764	12197	1624
1765	12204	1617
1766	12211	1610
1767	12218	1603
1768	12225	1596
1769	12231	1589
1770	12238	1582
1771	12244	1575
1772	12251	1568
1773	12259	1561
1774	12266	1554
1775	12273	1547
1776	12280	1541
1777	12288	1534
1778	12294	1527
1779	12301	1520
1780	12308	1513
1781	12316	1506
1782	12323	1499
1783	12332	1493
1784	12338	1486
1785	12345	1479
1786	12351	1472
1787	12358	1465
1788	12364	1458
1789	12371	1451
1790	12378	1444
1791	12385	1437
1792	12392	1430
1793	12398	1423
1794	12405	1416
1795	12413	1409
1796	12420	1403
1797	12428	1396
1798	12435	1389
1799	12442	1382
1800	12449	1375
1801	12456	1368
1802	12463	1361
1803	12470	1354
1804	12477	1347
1805	12483	1340
1806	12489	1333
1807	12496	1327
1808	12501	1319
1809	12507	1312
1810	12514	1305
1811	12520	1299
1812	12527	1292
1813	12534	1285
1814	12540	1278
1815	12547	1271
1816	12554	1264
1817	12561	1257
1818	12567	1250
1819	12575	1243
1820	12581	1236
1821	12588	1229
1822	12594	1222
1823	12601	1215
1824	12608	1209
1825	12614	1202
1826	12620	1195
1827	12627	1188
1828	12634	1181
1829	12642	1174
1830	12649	1167
1831	12657	1160
1832	12663	1153
1833	12669	1146
1834	12676	1139
1835	12682	1132
1836	12689	1125
1837	12696	1119
1838	12703	1112
1839	12710	1105
1840	12716	1098
1841	12723	1091
1842	12730	1084
1843	12736	1077
1844	12743	1070
1845	12750	1063
1846	12757	1056
1847	12763	1049
1848	12769	1042
1849	12776	1035
1850	12783	1029
1851	12789	1022
1852	12796	1015
1853	12802	1008
1854	12809	1001
1855	12815	994
1856	12822	987
1857	12830	980
1858	12836	973
1859	12843	966
1860	12851	959
1861	12858	952
1862	12865	946
1863	12871	939
1864	12878	932
1865	12885	925
1866	12892	918
1867	12898	911
1868	12906	904
1869	12911	897
1870	12917	890
1871	12924	883
1872	12931	876
1873	12938	869
1874	12945	863
1875	12952	856
1876	12959	849
1877	12966	842
1878	12972	835
1879	12979	828
1880	12986	821
1881	12994	814
1882	13000	807
1883	13008	800
1884	13014	793
1885	13021	787
1886	13027	780
1887	13035	773
1888	13041	766
1889	13048	759
1890	13055	752
1891	13062	745
1892	13068	738
1893	13075	731
1894	13082	724
1895	13088	717
1896	13095	711
1897	13102	704
1898	13109	697
1899	13119	690
1900	13125	683
1901	13132	676
1902	13140	669
1903	13148	662
1904	13155	656
1905	13162	649
1906	13169	642
1907	13176	635
1908	13183	628
1909	13189	621
1910	13196	614
1911	13203	607
1912	13209	600
1913	13216	593
1914	13223	586
1915	13229	580
1916	13236	573
1917	13244	566
1918	13251	559
1919	13258	552
1920	13264	545
1921	13271	538
1922	13277	531
1923	13284	524
1924	13291	517
1925	13297	510
1926	13303	503
1927	13310	497
1928	13317	490
1929	13323	483
1930	13331	476
1931	13337	469
1932	13343	462
1933	13350	455
1934	13356	448
1935	13363	441
1936	13370	434
1937	13377	427
1938	13383	421
1939	13390	414
1940	13398	407
1941	13405	400
1942	13412	393
1943	13420	386
1944	13427	379
1945	13433	372
1946	13440	365
1947	13447	358
1948	13454	352
1949	13461	345
1950	13468	338
1951	13475	331
1952	13482	324
1953	13489	317
1954	13495	310
1955	13503	303
1956	13510	296
1957	13517	289
1958	13524	283
1959	13531	276
1960	13537	269
1961	13544	262
1962	13551	255
1963	13558	248
1964	13565	241
1965	13571	234
1966	13577	227
1967	13584	220
1968	13591	213
1969	13598	207
1970	13604	200
1971	13611	193
1972	13618	186
1973	13625	179
1974	13633	172
1975	13641	165
1976	13649	158
1977	13656	151
1978	13663	144
1979	13670	138
1980	13676	131
1981	13683	124
1982	13690	117
1983	13697	110
1984	13703	103
1985	13710	96
1986	13718	89
1987	13725	82
1988	13732	75
1989	13740	69
1990	13748	62
1991	13754	55
1992	13761	48
1993	13769	41
1994	13776	34
1995	13782	27
1996	13789	20
1997	13796	13
1998	13803	6
1999	13810	0
